regional key;city;area in km²;population
145235131370;Schöneck/Vogtl.;55.04;2857.0
071405009133;Sankt Goar;23.17;2847.0
160765006049;Münchenbernsdorf;15.45;2842.0
094790135135;Marktleuthen;35.48;2820.0
010545417036;Garding;3.06;2816.0
083155012111;Sulzburg;22.74;2794.0
130755554054;Jarmen;30.71;2787.0
066350010010;Frankenau;57.29;2782.0
095715502198;Schillingsfürst;27.50;2770.0
065350018018;Ulrichstein;65.61;2728.0
130725254035;Gnoien;41.11;2703.0
160655052014;Ebeleben;44.54;2667.0
160695002051;Themar;20.18;2664.0
150845053285;Laucha an der Unstrut;31.28;2657.0
145220170170;Frauenstein;58.98;2656.0
146250130130;Elstra / Halštrow;32.63;2651.0
145215140180;Elterlein;45.74;2636.0
065350014014;Romrod;54.43;2574.0
120705009325;Putlitz;119.68;2566.0
010540033033;Friedrichstadt;4.02;2563.0
160745005116;Schkölen;53.43;2559.0
081175006061;Lauterstein;23.31;2558.0
130765664020;Brüel;27.22;2557.0
120635302088;Friesack;84.03;2545.0
150895052005;Alsleben (Saale);23.72;2526.0
033545407026;Wustrow (Wendland);30.18;2524.0
150845051015;Bad Bibra;49.93;2515.0
120705001008;Bad Wilsnack;79.38;2512.0
084375002101;Scheer;18.73;2510.0
130735360093;Tribsees;54.97;2506.0
083365006079;Schönau im Schwarzwald;14.72;2504.0
094725417118;Betzenstein;51.84;2491.0
120615114164;Golßen;63.66;2458.0
010615153055;Krempe;3.38;2435.0
094760184184;Wallenfels;45.65;2432.0
145210330330;Jöhstadt;49.69;2413.0
160645001004;Bad Tennstedt;27.42;2399.0
120695918696;Ziesar;67.96;2389.0
150855051365;Wegeleben;51.88;2378.0
083355001001;Aach;10.68;2377.0
093745331147;Pleystein;42.40;2368.0
160685006042;Rastenberg;35.52;2360.0
150855051285;Schwanebeck;32.97;2352.0
150845054375;Osterfeld;27.66;2346.0
120625209445;Schlieben;78.65;2344.0
160750131131;Gefell;45.22;2344.0
033585402018;Rethem (Aller);34.08;2332.0
120735304189;Gartz (Oder);61.88;2328.0
071415011068;Katzenelnbogen;9.18;2287.0
065350006006;Grebenau;55.34;2273.0
093765344160;Schönsee;50.28;2269.0
150845051125;Eckartsberga;36.13;2255.0
096750144144;Mainbernheim;12.21;2230.0
084155006034;Hayingen;63.37;2211.0
145215130520;Schlettau;21.22;2208.0
147305303090;Dommitzsch;30.44;2198.0
146260420420;Ostritz;23.48;2198.0
160685002014;Gebesee;24.08;2181.0
130735353027;Garz/Rügen;65.91;2170.0
130725259085;Rerik;34.22;2166.0
146285219210;Königstein/Sächs. Schw.;27.05;2151.0
084375001114;Veringenstadt;31.25;2149.0
160750046046;Hirschberg;24.13;2105.0
096735637123;Fladungen;46.34;2092.0
120705006280;Meyenburg;50.71;2061.0
066350017017;Rosenthal;51.55;2051.0
120695910448;Niemegk;45.11;2038.0
120705005244;Lenzen (Elbe);96.20;2031.0
081175007058;Wiesensteig;23.41;2001.0
120665606240;Ortrand;7.36;1996.0
073365008058;Lauterecken;8.89;1990.0
120605011176;Oderberg;36.12;1981.0
145215130510;Scheibenberg;9.00;1972.0
160705002043;Plaue;22.69;1972.0
145210440440;Oberwiesenthal;40.03;1929.0
160715008053;Magdala;20.58;1924.0
160730106106;Leutenberg;57.52;1919.0
120615108492;Teupitz;48.16;1902.0
096770177177;Rieneck;26.19;1868.0
084375001047;Hettingen;46.06;1861.0
094755431165;Schauenstein;26.66;1859.0
094765433180;Teuschnitz;34.25;1847.0
120735303085;Brüssow;101.81;1842.0
073365008105;Wolfstein;13.77;1835.0
032575407033;Sachsenhagen;15.47;1821.0
096755618149;Marktsteft;10.51;1813.0
160735005028;Gräfenthal;36.42;1806.0
081255007103;Widdern;25.23;1782.0
081275004047;Langenburg;31.40;1749.0
095715506189;Ornbau;15.16;1720.0
095745527160;Velden;21.34;1712.0
130755556107;Penkun;78.87;1707.0
096795654182;Röttingen;27.21;1681.0
160755013088;Ranis;10.57;1680.0
130735360007;Bad Sülze;26.67;1659.0
145225129520;Sayda;35.30;1659.0
130715153109;Neukalen;47.97;1649.0
120635309260;Rhinow;31.67;1603.0
096765632158;Stadtprozelten;10.87;1597.0
160660047047;Oberhof;23.40;1592.0
073395001003;Bacharach;23.35;1575.0
146285221370;Stadt Wehlen;10.85;1538.0
120645408084;Buckow (Märkische Schweiz);14.42;1513.0
130755562137;Usedom;39.06;1499.0
160735005046;Lehesten;35.94;1495.0
072315008080;Manderscheid;10.06;1434.0
150905051010;Arneburg;31.14;1402.0
073405008211;Hornbach;13.34;1387.0
094795443127;Hohenberg a.d.Eger;15.66;1384.0
160765056029;Hohenleuben;9.53;1373.0
096795644114;Aub;17.54;1370.0
150835054355;Kroppenstedt;38.91;1357.0
072325005088;Neuerburg;10.17;1344.0
120615113308;Lieberose;73.03;1330.0
130735355076;Richtenberg;15.67;1301.0
130735355024;Franzburg;15.20;1272.0
071415009121;Sankt Goarshausen;7.06;1248.0
130755551074;Lassan;28.21;1224.0
146285202230;Liebstadt;37.36;1207.0
093745327140;Neustadt am Kulm;20.30;1160.0
066340023023;Schwarzenborn;26.90;1086.0
160745011065;Orlamünde;7.47;1081.0
073335007054;Obermoschel;10.15;1065.0
094775437129;Kupferberg;8.28;1049.0
150885051340;Schraplau;7.07;1020.0
160655002012;Clingen;10.75;985.0
094755428146;Lichtenberg;9.47;961.0
096775621181;Rothenfels;12.07;947.0
072325008070;Kyllburg;4.62;939.0
150905051610;Werben (Elbe);53.20;899.0
150845054470;Stößen;7.33;869.0
120615108328;Märkisch Buchholz;24.86;849.0
150905052445;Sandau (Elbe);18.56;796.0
071415009069;Kaub;13.05;788.0
160755013127;Ziegenrück;8.25;626.0
160715053061;Neumark;8.67;462.0
160695004052;Ummerstadt;15.73;455.0
033545403021;Schnackenburg;23.70;447.0
010595920002;Arnis;0.45;251.0
